ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",767871,0,0.2075,0.772,0.0206,616550,0.8959,0.1041,0.0376,0.0274,0.0108,0.0246,0.0011,
"2",767871,0,0.3237,0.66,0.0163,609503,0.843,0.157,0.0434,0.063,0.0224,0.0252,0.0011,
"3",767869,0,0.3149,0.6657,0.0193,606483,0.799,0.201,0.0478,0.1044,0.0188,0.0284,0.0011,
"4",767874,0,0.3941,0.5763,0.0296,586572,0.6747,0.3253,0.1105,0.1551,0.0376,0.0246,0.0014,
"5",767321,-0.0007,0.4002,0.5716,0.0282,585674,0.6374,0.3626,0.0484,0.2763,0.0174,0.0202,0.0018,
"6",767876,0,0.3748,0.5995,0.0257,612877,0.7707,0.2293,0.0558,0.1272,0.0223,0.0233,0.0012,
"7",767897,0,0.3641,0.6106,0.0253,594984,0.7689,0.2311,0.057,0.1227,0.0268,0.0229,0.0021,
"8",768020,0.0002,0.383,0.5968,0.0202,591066,0.6329,0.3671,0.0557,0.262,0.0312,0.0182,0.0012,
"9",768241,0.0005,0.4204,0.5544,0.0252,580764,0.5762,0.4238,0.0565,0.3228,0.0281,0.0179,0.0011,
"",767871,0.0012,0.3528,0.624,0.0232,598275,0.7351,0.2649,0.0568,0.1606,0.0238,0.0229,0.0013,
